Title,Category,Url,Image,Author,Description,Date,Page,label
kolaborasi kominfo dqlab siapkan generasi muda melek data,Berita Kominfo,https://www.kominfo.go.id/content/detail/44269/kolaborasi-kominfo-dqlab-siapkan-generasi-muda-melek-data/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-infopublik-dirjen-ikp-usman-kansong-Gambar11.jpeg,Irso,jakarta pusat kominfo kementerian komunikasi informatika talenta digit andal mendukung transformasi digit mengembangkan keahlian talenta muda bersa industri data kementerian kominfo menggandeng dqlab universita multimedia nusantara menggelar pelatihan data scienc kepala pusat pengembangan profesi sertifikasi badan penelitian pengembangan sdm kementerian kominfo mengharapkan pelatihan dimanfaatkan calon talenta digit latar pendidikan kompetensi data dibutuhkan sektor pemerintah industri perumusan kebijakan didasari pengolahan analisi data pengambilan keputusan pengembangan strategi jakarta pusat jumat data scienc bekal utama generasi muda calon talenta data melanjutkan karir industri data era digit membutuhkan jeni keterampilan profesi industri data kebutuhan talenta andal bidang data meningkat hedi m idri hedi m idri mengharapkan meningkatkan sumberdaya manusia sdm bidang data harapan terselenggaranya kerjasama kominfo badan litbang sdm dqlab meningkatkan sdm pengetahuan keahlian bidang data scienc pelatihan serapan tenaga kerja bidang tik industri meningkat pelatihan data scienc program digit talent scholarship dt profession academi proa talent scout academi tsa themat academi ta lulusan teknolog informasi teknolog informasi kesempatan peningkatan skill terkait kompetensi data scienc pelatihan diselenggarakan grati diikuti pekerja profesion pengambil keputusan pencari kerja hedi m idri pelatihan upaya kementerian kominfo talenta data kebutuhan industri indonesia program kominfo orang data scientist bentuk pemenuhan kebutuhan industri indonesia misi programprogram dijalankan meningkatkan kualita sdm bidang tik bidang data scienc program kolaborasi kominfo dqlab diikuti grati terbaik melatih kompetensi skill data scienc background pendidikan informasi lengkap program pelatihan dqlab kominfo diaks httpsdqlabid httpsdigitalentkominfogoid,09-2022,92,1
kolaborasi bhakti postel kominfo dorong berbagi,Berita Kominfo,https://www.kominfo.go.id/content/detail/44228/kolaborasi-di-hari-bhakti-postel-kominfo-dorong-semua-pihak-berbagi/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-sdppi-20220909082251-IWN00891_1.jpeg,srii003,jakarta selatan kominfo rangkaian peringatan bhakti po telekomunikasi postel komunita po telekomunikasi menggelar aksi donor darah kepala biro kepegawaian organisasi sekretariat jender kementerian komunikasi informatika imam suwandi mengapresiasi partisipasi kegiatan mewakili sekjen kementerian kominfo mira tayyiba mengajak pemangku kepentingan memperkuat kolaborasi sektor po telekomunikasi indonesia mari isi semangat tete darah berguna saudara membutuhkan acara donor darah bhakti postel ballroom lantai telkom landmark tower jakarta selatan kami imam suwandi donor darah diharapkan momentum berbagi meningkatkan solidarita masyarakat kegiatan dilaksanakan rangkaian peringatan bhakti postel kesempatan kabiro kepegawaian organisasi masyarakat digit tidakhanya ditandai keakraban teknolog bentuk digitalnya darah salah satunya mari berkontribusi berbagi darah terbaik tema peringatan bhakti postel maju po telematika indonesia sejahtera peringatan dimeriahkan turnamen olahraga diselenggarakan sepekan acara pengambilan donor darah dilaksanakan pmi jakarta selatan,09-2022,93,1
berita foto hadiri raker komisi i dpr ri menkominfo paparkan anggaran isu aktual,Berita Kominfo,https://www.kominfo.go.id/content/detail/44205/berita-foto-hadiri-raker-komisi-i-dpr-ri-menkominfo-paparkan-anggaran-dan-isu-aktual/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-sdppi-20220909082251-IWN00891_1.jpeg,agus103,jakarta pusat kominfo menteri komunikasi informatika johnni g plate memenuhi undangan wakil ketua dpr ri bidang politik keamanan rapat kerja komisi i dpr ri gedung nusantara ii senayan jakarta rabu rapat kerja menteri johnni memaparkan anggaran kementerian isu aktual sektor komunikasi informatika rapat kerja menteri johnni didampingi sekretari jender kementerian kominfo mira tayyiba inspektur jender doddi setiadi direktur jender aplikasi informatika semuel abrijani pangerapan direktur utama badan aksesibilta telekomunikasi informasi anang latif jajaran staf khusu menteri kominfo hadir pimpinan lembaga kuasi ketua komisi penyiaran indonesia agung suprio ketua komisi informasi pusat donni yoesgiantoro ketua dewan per azyumardi azra,09-2022,93,1
startup indonesia rebut penghargaan g din,Berita Kominfo,https://www.kominfo.go.id/content/detail/44154/lima-startup-indonesia-rebut-penghargaan-g20-din/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-menteri-johnny-raker-anggaran-isu-aktual-DPR-ayh-6a.jpg,Yusuf,badung kominfo perusahaan rintisan indonesia merebut penghargaan g digit innov network din startup digit sinbad xurya nusant cakap komun direktur jender aplikasi informatika kementerian komunikasi informatika semuel a pangerapan penghargaan mempercepat pertumbuhan startup memacu semangat bersa kancah internasion penghargaan membangun kepercayaan startup menang berkompetisi startup negaranegara percaya mempercepat pertumbuhan startupnya penjelasan pekerja media acara close digit innov network the westin hotel nusa badung bali minggu dirjen aptika kementerian kominfo mengharapkan g din wadah startup indonesia membangun berkolaborasi menurutnya g din menjadikan startup digit memahami kerja startup negara anggota g berkolaborasi menciptakan inovasiinovasi bicara startup sektor kolaborasi startup kaya dirjen semuel optimisti kemenangan menginspirasi perusahaan digit berinovasi awardaward arahnya menceritakan calon investornya melewati fasefas dinilai judgesnya antusiasm peserta g din kementerian kominfo berencana acara khusu negaranegara asean tujuannya mempromosikan startup digit asean mempromosikan startup lokal mengundang peserta terbata g melibatkan negaranegara asean dirjen aptika kementerian kominfo,09-2022,93,1
berita foto menteri johnni sambut presiden filipina bandara soekarno hatta,Berita Kominfo,https://www.kominfo.go.id/content/detail/44143/berita-foto-menteri-johnny-sambut-presiden-filipina-di-bandara-soekarno-hatta/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-dirjen-aptika-doorstop-DIN-.jpeg,agus103,tangerang banten mewakili presiden joko widodo menteri komunikasi informatika johnni g plate menyambut kedatangan presiden filipina ferdinand romualdez marco jr negara filipina madam louis aranetamarco gedung vvip termin bandara internasion soekarnohatta tangerang banten minggu presiden filipina romualdez marco jr negara madam louis aranetamarco kunjungan kenergaraan disambut menkominfo johnni g plate presiden filipina rombongan langsung istana bogornnsaat menyambut presiden filipina menkominfo johnni g plate didampingi sekretari jender kementerian kominfo mira tayyiba,09-2022,93,1
berita foto menteri johnni buka forum network din g,Berita Kominfo,https://www.kominfo.go.id/content/detail/44113/berita-foto-menteri-johnny-buka-forum-networking-din-g20/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-menteri-johnny-sambut-presiden-filipina-ayh-1.jpg,agus103,badung kominfo menteri komunikasi informatika johnni g plate membuka digit innov network din rangkaian pertemuan digit economi work group dewg presidensi g indonesia hotel westin nusa badung bali sabtu menkominfo lokasi sekira wita bertemu menteri komunikasi informasi singapura josephin teo menteri johnni g din forum memfasilitasi jaringan bisni network pelaku industri startup ventur capit korporasi tersuks anggota g negara non g diundang,09-2022,93,1
berita foto sambut delegasi kominfo jadikan din side event dewg g,Berita Kominfo,https://www.kominfo.go.id/content/detail/44100/berita-foto-sambut-delegasi-kominfo-jadikan-din-side-event-dewg-g20/0/berita_satker,https://web.kominfo.go.id/sites/default/files/20220902-WelcomeDinner-DIN-HumasKominfo-PeyHS-14aa.jpg,Yusuf,badung kominfo kementerian komunikasi informatika menggelar digit innov network din forum memfasilitasi kolaborasi pelaku inovasi lembaga pemerintah swasta startup digit korporasi direkur jender aplikasi informatika kementerian komunikasi informatika semuel abrijani pangerapan din side event rangkaian presidensi g indonesia sherpa track sektor ekonomi digit side event diusulkan naungan presidensi indonesia g kepentingan kelompok kerja ekonomi digit digit economi work group welcom recept din the westin hotel nusa badung bali jumat malam kementerian kominfo memfasilitasi busi matchmak startupstartup digit din berbagi ide unjuk inovasi digit program kelanjutan g innov leagu diinisiasi presidensi g italia dirjen aptika kementerian kominfo din tanggal sd septemb konsep hibrida forum kementerian kominfo menghadirkan startup negara anggota g tamu undangan menampilkan inovasi diterapkan pasar masingmas,09-2022,94,1
sinyal g pertemuan keempat dewg demm g berstandar internasion,Berita Kominfo,https://www.kominfo.go.id/content/detail/44068/sinyal-5g-di-pertemuan-keempat-dewg-dan-demm-g20-berstandar-internasional/0/berita_satker,https://web.kominfo.go.id/sites/default/files/20220902-WelcomeDinner-DIN-HumasKominfo-PeyHS-14aa.jpg,Viska,badung kominfo jaringan telekomunikasi sinyal g tersedia perhelatan pertemuan keempat digit economi work group th dewg meet digit economi minist meet demm g nusa badung bali berstandar internasion hadirnya sinyal g pt telkomsel sesuai acuan diterbitkan lembaga intern telecommun union kualita pelayanan jaringan telekomunikasi negaranegara berstandar internasion negara manapun perangkatnya devic memiliki perangkat g menerimanya gm research manag pt telkomsel edyson bonardo tamba hotel mulia resort nusa bali kami standardisasi jaringan g indonesia kompatibel perangkat sesuai berkaitan kecepatan edyson jaringan telekomunikasi berkualita mengaks data mencapai gigabit detik bertahap serangkaian upaya peningkatan kapasita data internet bentuk komitmen pelayanan optim telkomsel pelanggan salah berkoordinasi kementerian komunikasi informatika kominfo berkaitan ketersediaan pita frekuensi ketersediaan frekuensi masingmas oper negara alokasi frekuensi g berbedabeda koordinasi intensif regul kominfo edyson g teknolog jaringan selul generasi kelebihan diband generasi g g kecepatan aks data cepat tempuh aks data latensi rendah kapasita jaringan terhubung devic teknolog teknolog layanan augment realiti ar virtual realiti vr artifici intellig ai cloud game drone robot autonom vehicl smart factori triusvr report tri antoro editor untung s,09-2022,94,1
dewg demm g pedulilindungi diperkenalkan citizen health app,Berita Kominfo,https://www.kominfo.go.id/content/detail/44065/lewat-dewg-dan-demm-g20-pedulilindungi-diperkenalkan-jadi-citizen-health-app/0/berita_satker,https://web.kominfo.go.id/sites/default/files/DEWG-Sidang-Keempat-Bali-Data-DEMM-Sinyal-5g-Standar-Internasional.jpg,Viska,badung kominfo ajang pertemuan keempat kelompok ekonomi digit th digit economi work group dewg meet digit economi minist meet demm g dimanfaatkan memperkenalkan transformasi aplikasi pedulilindungi dikembangkan citizen health app dunia dewg g diselenggarakan agustu demm g diselenggarakan septemb acara bertempat hotel mulia nusa badung bali pedulilindungi bertransformasi citizen health app indonesia event global diperkenalkan dunia tim komunikasi pusdatin dto kementerian kesehatan kemenk aulia rifqiandono infopublikid kami dewg demm diharapkan aplikasi pedulilindungi diken dunia delegasi hadir eventev g konferensi tingkat ktt g novemb wajib mengunduh aplikasi fitur bahasa aulia mendukung citizen health app pedulilindungi fiturfitur resum kesehatan sesuai persetujuan riwayat vaksin negeri warga negara ase wna mudah menggunakannya menurutnya transformasi aplikasi pedulilindungi dirancang menghadapi potensi wabah pandemi covid wakil menteri kesehatan ri dant saksono harbuwono rapat koordinasi ktt g bali selasa wakil presiden maruf amin kemenk memaksimalkan pelayanan bidang kesehatan pedulilindungi bahasa penyiapan pedulilindungi bahasa upaya kemenk tamu presidensi g pelayanan kesehatan berstandar maksim bertahap pedulilindungi tersedia bahasa sisanya prose pedulilindungi tersedia bahasa ditambah bahasa masingmas negara wamenk rinci bahasa bahasa indonesia bahasa inggri bahasa mandarin bahasa pranci bahasa jepang bahasa rusia bahasa arab bahasa korea bahasa spanyol bahasa dipros mencakup bahasa portugi bahasa jerman bahasa italia bahasa turki pedulilindungi aplikasi dikembangkan membantu instansi pemerintah terkait pelacakan menghentikan penyebaran coronaviru diseas covid aplikasi tu mengandalkan partisipasi masyarakat membagikan data lokasinya bepergian penelusuran riwayat kontak penderita covid pengguna aplikasi notifikasi keramaian zona merah area kelurahan terdata orang terinfeksi covid positif pasien pengawasan report tri antoro editor untung s,09-2022,94,1
escap dukung inisiatif kecakapan literasi digit dewg g indonesia,Berita Kominfo,https://www.kominfo.go.id/content/detail/44059/escap-dukung-inisiatif-kecakapan-dan-literasi-digital-dewg-g20-indonesia/0/berita_satker,https://web.kominfo.go.id/sites/default/files/DEWG-Sidang-Keempat-Bali-DEMM-Menteri-Ekonomi-Digital-Pedulilindungi-PL-Health-App.jpg,Viska,nusa kominfo presidensi g indonesia digit economi work group dewg indonesia inisiatif memiliki prose pengukuran toolkit measur terkait digit skill and digit literaci kecakapan digit literasi digit inisiatif indonesia dukungan unit nation econom and social commiss for asia and the pacificescap komisi ekonomi sosial perserikatan bangsabangsa asia pasifik escap bantuan mendukung dewg work group presidensi g indonesia menteri komunikasi informatika republik indonesia menkominfo ri pertemuan bilater perwakilan escap nusa bali kami menkominfo ri kerja indonesia unscap berjalan dikembangkan deliveri goal dihasilkan dewg terima kasih armida mengirim tim membantu kelancaran jalannya dewg presidensi g indonesia menkominfo ri kesempatan sekretari jender escap armida salsiah alisjahbana membantu presidensi g indonesia digit skill digit literaci armida didukung agenda transformasi digit sisi user pengguna agenda transformasi digit sumber daya manusianya disiapkan terkait skill literaci membantu pungka armida report isma editor untung s,09-2022,94,1
terapkan proke ketat pertemuan keempat dewg g nihil covid,Berita Kominfo,https://www.kominfo.go.id/content/detail/44056/terapkan-prokes-ketat-pertemuan-keempat-dewg-g20-nihil-covid-19/0/berita_satker,https://web.kominfo.go.id/sites/default/files/Menkominfo-Johnny-Plate-DEWG-Sidang-Keempat-Bali-Kecakapan-Literasi-Digital-Skills-ESCAP.jpg,Viska,badung kominfo gelaran pertemuan keempat kelompok kerja ekonomi digit th digit economi work group g dewg meet g hotel mulia kawasan nusa badung provinsi bali nihil penularan covid menerapkan protokol kesehatan proke ketat perawat rumah sakit surya husadha ita wiliyanti bertuga medic room selasela tugasnya layanan swab antigen polymeras chain reaction pcr delegasi dewg g kawasan hotel mulia bali nusa bali kami berjalan aman delegasi dewg g terpapar covid te swab antigen pcr infopublik ita delegasi te swab wajib menerapkan proke ketat masker ruangan mengaku menemui kendala apapun te swab antigen delegasi pertemuan te swab masyarakat antigen berlakunya x jam te pcr berlakunya x jam imbuhnya event organ eo th dewg g ratna ningrum tim swab rumah sakit berbeda gelaran mengantisipasi delegasi perawatan menjalani te tercatat te swab penyelenggaraan pertemuan dewg g ramai mengikuti te swab sidang diwajibkan delegasi orang delegasi peserta dewg menaati proke mengantisipasi penyebaran viru negara daerah delegasi taat proke delegasi jepang melapor te swab pcr pulang pungkasnya report wahyu sudoyo editor untung s,09-2022,94,1
jerman apresiasi kerja kera menkominfo ri selenggarakan demm,Berita Kominfo,https://www.kominfo.go.id/content/detail/44039/jerman-apresiasi-kerja-keras-menkominfo-ri-selenggarakan-demm/0/berita_satker,https://web.kominfo.go.id/sites/default/files/DEWG-Sidang-Keempat-Bali-Data-Free-Flow-Secretary-State-Jerman-Apresiasi.jpg,Viska,badung kominfo state secretari at the feder ministri for digit and transport jerman stefan schnorr hormat mengapresiasi menteri komunikasi informatika republik indonesia menkominfo ri johnni g plate penyelenggaraan digit economi minist meet demm kerja kerasnya membuahkan hasil mani pertamatama hormat sebesarbesarnya pemerintah indonesia menkominfo ri apresiasi stefan schnorr pertemuan bilater menkominfo ri johnni g plate ajang demm g hotel mulia nusa badung bali rabu stefan usaha kera menkominfo beserta jajarannya membuahkan hasil mani berhasil memformulasikan tim agenda terlaksana hasil kerja kera menteri perwakilan negara g hadir hadir pekerjaan agenda global g membaha isuisu dunia terlaksana pertemuan stefan berharap solusi global memanfaatkan kerja antarnegara bidang digit dunia dihantam pandemi covid kerja digit diyakini memulihkan cepat dampak covid efek negatif sektor perekonomian global pertemuanpertemuan menemukan solusi pungkasnya report tri antoro editor untung s,08-2022,95,1
delegasi tiongkok isu dewg g pemulihan ekonomi global,Berita Kominfo,https://www.kominfo.go.id/content/detail/44036/delegasi-tiongkok-isu-dewg-g20-penting-bagi-pemulihan-ekonomi-global/0/berita_satker,https://web.kominfo.go.id/sites/default/files/DEWG-Sidang-Keempat-Bali-Data-Free-Flow-Secretary-State-Jerman-Apresiasi.jpg,Viska,badung kominfo delegasi republik rakyat tiongkok rrt isu agenda priorita indonesia pertemuan kelompok kerja ekonomi digit digit economi work group dewg meet presidensi g dinilai ekonomi global delegasi republik rakyat tiongkok rrt zhang xiaolei seraya mengaplikasikan isuisu priorita agenda pertemuan dewg g berpeluang perekonomian bangsa tangguh tantangan sesuai pembahasan dewg percaya isuisu priorita dewg negara dunia sepatutnya disepakati deklarasi zhang xiaolei infopublik hotel mulia resort nusa badung bali rabu dihasilkan pertemuanpertemuan menurutnya menghasilkan deklarasi diyakini mempercepat pemulihan ekonomi global terdampak signifikan akibat pandemi covid percepatan pemulihan ekonomi global pertemuanpertemuan dewg g mempererat jalinan kerja antarnegara anggota g negara dunia negara berkembang rentan usulanusulan agenda indonesia presidensi g pandemi efek buruk positif kebutuhan pengembangan ekonomi digit ditawar dikembangkan negara anggota g dikembangkan memperkuat perekonomian global ancaman pandemi tantangan senada delegasi india naman upadhyaya pembahasan isuisu ajang dewg g memiliki dampak perekonomian global dampak pandemi dirasakan global lapisan masyarakat isuisu priorita agenda dewg g dibaha sepakat pembahasan kali menentukan nasib negara dunia isu berkaitan transformasi digit naman diusulkan indonesia anggota negara g berdiskusi intensif berkaitan perumusan transformasi digit elemen mempengaruhi isu dibaha mendalam delegasi hadir memformulasikan hasil komprehensif alhasil pembahasan bermanfaat nyata kehidupan keseharian masyarakat negara anggota g harapannya hasil pembahasan isu dunia pulih kuat mendiskusikan halhal berharap bermanfaat orang pulih kuat sesuai tema g pungka naman report tri antoro editor untung s,08-2022,95,1
demm g argentina indonesia jajaki peluang kerja tik,Berita Kominfo,https://www.kominfo.go.id/content/detail/44033/lewat-demm-g20-argentina-dan-indonesia-jajaki-peluang-kerja-sama-tik/0/berita_satker,https://web.kominfo.go.id/sites/default/files/DEWG-Sidang-Keempat-Bali-Data-Free-Flow-Delegasi-Tiongkok-Apresiasi.jpg,Viska,badung kominfo indonesia argentina menjajaki peluang kerja bidang teknolog informasi komunikasi tik ajang digit economi minist meet demm presidensi g indonesia hotel mulia nusa badung bali rabu penjajakan kerja antarkedua negara ditandai pertemuan bilater menteri komunikasi informatika republik indonesia menkominfo ri johnni g plate secretari of public innov argentina micaela snchez malcolm kerja negara berpeluang tik sektor hulu upstream penyebaran koneksi cepat broadband menghubungkan kawasan amerika selatan kawasan asia australia kerja indonesia berpotensi menghubungkan kawasan asia timur asia selatan eropa timur tiongkok jepang hongkong california menkominfo terkait peluang kolaborasi digit hilir downstream menkominfo literasi ekonomi digit pelatihan digit memanfaatkan ruang digit dimiliki negara menkominfo indonesia argentina sepakat membentuk tim kelanjutan rencana penjajakan mencakup kerangka kerja payung hukum kesepakatan rancangan memorandum belah menanggapi kesempatan secretari of public innov argentina micaela snchez malcolm penjajakan kerja dibangun negara optimi jaringan konektivita telekomunikasi argentina lua optimi kerja konektivita telekomunikasi daerah terpencil terkoneksi micaela snchez micaela berharap kerja antarkedua negara terwujud jaringan telekomunikasi berkualita kebutuhan masyarakat era digit report tri antoro editor untung s,08-2022,95,1
jepang bantuan jaringan internet gbp perguruan indonesia,Berita Kominfo,https://www.kominfo.go.id/content/detail/44030/jepang-beri-bantuan-jaringan-internet-100-gbps-untuk-83-perguruan-tinggi-di-indonesia/0/berita_satker,https://web.kominfo.go.id/sites/default/files/Johnny-Plate-Menkominfo-DEWG-Sidang-Keempat-Argentina-TIK%201.jpeg,Viska,badung kominfo pemerintah jepang arteri research and educ network in the asia pacif arenapac bantuan jaringan internet kecepatan gigabyt second gbp universita indonesia diwakili universita brawijaya ub komunita indonesia research and educ network idren jaringan gbp idren jaringan riset pendidikan indonesia menciptakan sejarah indonesia akademisi kawasan asiapasifik resili societi codirector arenapac jun murai acara penandatanganan nota kesepahaman memorandum of understand mou arenapac indonesia collabor gbp network for research and educ keterangan resmi diterima infopublik rabu penandatanganan mou digelar selasela agenda pertemuan keempat kelompok kerja ekonomi digit th digit economi work group dewg meet g hotel mulia bali nusa badung provinsi bali jun murai mengharapkan jaringan internet kecepatan berkontribusi perkembangan sektor pendidikan indonesia kawasan asia pasifik berharap jaringan berkontribusi kerja indonesia negaranegara asiapasifik dunia menciptakan imbuhnya rektor universita brawijaya widodo universita brawijaya gerbang utama pengiriman jaringan berkecepatan menghubungkan cakupan arenapac tokyo guam didistribusikan universita nasion jaringan perguruan lembaga riset terhubung idren bertukar data cepat lembaga riset pendidikan negeri memiliki fasilita privat bereksperimen jaringan jalur gbp seratu kali cepat jalur ren indonesia ren global tonggak sejarah universita brawijaya institusi riset pendidikan indonesia peluang tantangan berharga berakselerasi transformasi digit bidang riset pendidikan peluang kegiatan merdeka belajar kampu merdeka mbkm idren ketua idren achmad affandi berusaha mendorong kolaborasi pendidikan riset jejar komunikasi data kecepatan indonesia terhubungnya jaringan idren arenapac gbp diyakini menambah fasilita infrastruktur mengakselerasi kerjasama pendidikan riset tingkat region global pelajar mahasiswa periset dosen aks data cloud komputasi ai komunikasi multimedia berdefinisi ditambah peluang kolaborasi perguruan tinggilembaga riset global acara dihadiri menteri komunikasi informatika menkominfo johnni g plate menteri transformasi digit jepang taro kono menteri negara urusan negeri komunikasi jepang yoshifumi tsuge rektor universita brawijaya widodo ketua idren achmad affandi duta republik indonesia jepang heri akhmadi juru bicara menteri kominfo dedi permadi direktur jender informasi komunikasi publik dirjen ikp kementerian kominfo usman kansong direktur jender aplikasi informatika aptika semuel a pangerapan sekretari direktorat jender pendidikan riset teknolog tjitjik srie tjahjandari report wahyu sudoyo editor untung s,08-2022,95,1
menkominfo ri menteri teknolog inggri baha kerja pengadaan satelit satria,Berita Kominfo,https://www.kominfo.go.id/content/detail/44025/menkominfo-ri-menteri-teknologi-inggris-bahas-kerja-sama-pengadaan-satelit-satria-2/0/berita_satker,https://web.kominfo.go.id/sites/default/files/Johnny-Plate-Menteri-Kominfo-4th-DEWG-Sidang-Keempat-Bali-Jepang-Bantuan-Perguruan-Tinggi.jpg,Viska,badung kominfo menteri komunikasi informatika menkominfo johnni g plate menteri teknolog ekonomi digit kerajaan inggri unit kingdom damian noel thoma collin membaha kelanjutan kerja pengadaan satelit republik indonesia satria menteri johnni pemerintah inggri berkomitmen dukungan support pembiayaan pengadaan satelit hijau green satellit kapasita gigabyt second gbp mudahmudahan jangka tindak lanjuti dukungan pembiayaan satelit satria work level timtim tekni menkominfo menggelar pertemuan bilater menteri teknolog ekonomi digit kerajaan inggri damian noel thoma collin rangkaian pertemuan keempat kelompok kerja ekonomi digit th digit economi work group g dewg meet g nusa bali rabu menkominfo diskusi menteri membaha kerja bilater indonesia inggri infrastruktur digit hulu upstream infrastructur terkait dewg g pertemuan bilater pembahasanpembahasan dukungan delegasi inggri seri rapat dewg g mengapresiasi dukungan delegasi inggri isu priorita diusung indonesia dewg g konektivita pemulihan pascapandemi covid connect and postcovid recoveri literasi talenta digit digit skill and digit literaci aru data beba kepercayaan aru data linta bata negara data free flow with trust and cross border data flow nama indonesia terima kasih support dukungan delegasi inggri malam selesai kesepakatan isu priorita dewg prinsipprinsip data manag malam disepakati menteri teknolog ekonomi digit kerajaan inggri damian noel thoma collin mengapresiasi kepemimpinan indonesia menteri kominfo ketua dewg isuisu priorita diusung fundament kepentingan dunia terima kasih menkominfo johnni g plate berhasil mengadakan pertemuan mendukung pembangunan infrastruktur digit meningkatkan kerja bidang digita percaya salah warisan presidensi g indonesia report wahyu sudoyo editor untung s,08-2022,95,1
delegasi india indonesia tetapkan standar penyelenggaraan dewg g,Berita Kominfo,https://www.kominfo.go.id/content/detail/44011/delegasi-india-indonesia-tetapkan-standar-tinggi-di-penyelenggaraan-dewg-g20/0/berita_satker,https://web.kominfo.go.id/sites/default/files/DEWG-Sidang-Keempat-Bali-Data-Free-Flow-Delegasi-India-Apresiasi%203.jpg,Viska,badung kominfo delegasi india pertemuan keempat kelompok kerja ekonomi digit th digit economi work group dewg meet g naman upadhyaya mengakui indonesia menetapkan standar penyelenggaraan presidensi g indonesia apresiasi prakti cela agenda suks terlaksana naman upadhyaya kominfo newsroom hotel mulia resort nusa bali selasa menurutnya indonesia penyelenggaraan dewg g negara kondisi pandemi covid melanda dibandingkan sulit sesuks indonesia india mengemban presidensi g sepatutnya mencontoh indonesia penyelenggaraan acara internasion upadhyaya optimi india berusaha kera tuan rumah penyelenggaraan presidensi g suks indonesia indonesia contoh menampilkan keramahtamahan andalan menyelenggarakan pertemuan g global diatasi kerja mencoba mencontoh terbaik keramahan indonesia delegasi diterapkan presidensi g india naman sushil pal delegasi india mengakui pelayanan indonesia kesan mendalam menjadikan tertarik berkunjung indonesia bali bali pemandangannya indah makanan enak kekayaan budaya keramahtamahan melayani betulbetul berkesan pertemuan keempat dewg g hadir langsung delegasi negara australia brazil kanada china uni eropa pranci jerman india italia jepang meksiko rusia arab saudi afrika selatan korea selatan turkiy britania raya amerika serikat delegasi argentina hadir virtual hadir delegasi negara undangan spanyol belanda singapura rwanda kamboja persatuan arab emirat uae nation knowledg partner universita indonesia universita gadjah mada universita padjadjaran perwakilan kementerian koordin bidang perekonomian kementerian negeri badan siber sandi negara organisasi internasion hadir perwakilan intern telecommun union unit nation econom and social commiss for asia and the pacif un escap unit nation confer on trade and develop unctad and organ for econom cooper and develop oecd islam develop bank isdb report tri antoro editor untung s,08-2022,96,1
ecommerc apresiasi dukungan kemkominfo pameran itfdewg g,Berita Kominfo,https://www.kominfo.go.id/content/detail/44008/e-commerce-apresiasi-dukungan-kemkominfo-di-pameran-itf-dewg-g20/0/berita_satker,https://web.kominfo.go.id/sites/default/files/DEWG-Sidang-Keempat-Bali-Data-Free-Flow-Delegasi-India-Apresiasi%203.jpg,Viska,badung kominfo perusahaan ecommerc mengapresiasi dukungan kementerian komunikasi informatika kominfo pameran industri task forc itf pertemuan keempat kelompok kerja ekonomi digitaldigit economi work group dewg meet g dukungannya bagu ya menteri kominfo johnni g plate kemarin menyempatkan mengunjungi pembukaan pameran itfdewg head of public polici and govern relat gudangada muhammad ruslan area pameran itfdewg g hotel mulia nusa badung bali selasa ruslan berharap dukungan kementerian kominfo difokuskan pelaku usaha mikro menengah umkm digit mitra bisni gudangada pelaku umkm digit tulang punggung perekonomian nasion menggerakkan negara bengkit krisi skibat pandemi covid dukungan kominfo perlindungan regulasi terkait transaksi digit payung hukumnya ruslan dukungan pemerintah kementerian kominfo dibutuhkan pelaku umkm digit pembiayaan mengembangkan usaha pelaku umkm digit muncul seringkali berhadapan pendanaan perbankan sulit berkembang temanteman umkm membutuhkan pendanaan seringkali tembok penghalang pendanaan perbankan muncul mengakui ecommerc menaungi umkm digit berbuat menolong sisi pembiayaan kementerian kominfo diharapkan membantu mengatasi kendala sinergi kementerian lembaga terkait kementerian keuangan kementerian koperasi usaha menengah kemenkop ukm dibantu sisi regulasi membantu sisi implementasinya edukasi umkm digit dibutuhkan langkahlangkahnya kementerian kominfo diharapkan bersinergi ecommerc mendorong umkm digit meningkatkan usahanya berdampak ekonomi nasion kementerian posisinya langsung turun situ butuh dukungan kementerian kominfo sisi regulasi hukumnya arahannya petunjuk tekni jukni pungkasnya report wahyu sudoyo editor untung s,08-2022,96,1
berita foto menkominfo dampingi wapr tinjau lokasi ktt g,Berita Kominfo,https://www.kominfo.go.id/content/detail/44003/berita-foto-menkominfo-dampingi-wapres-tinjau-lokasi-ktt-g20/0/berita_satker,https://web.kominfo.go.id/sites/default/files/DEWG-Sidang-Keempat-Bali-Data-Free-Flow-ITF-Dukungan-Ecommerce.jpg,agus103,badung kominfo menteri komunikasi informatika johnni g plate mendampingi wakil presiden wapr kh maruf amin meninjau salah venu ktt g hotel the apurva kempinski nusa badung bali selasa nndi wapr contoh mobil listrik kepala negara delegasi wapr meninjau kesiapan stasiun pengisian kendaraan listrik spklu tersedia area hotel the apurva kempinskinnselain menkominfo johnni g plate mendampingi wapr peninjauan menteri koordin bidang politik hukum keamanan mahfud md menteri koordin bidang kemaritiman investasi luhut binsar pandjaitan menteri negeri retno lp marsudi menteri pariwisata ekonomi kreatif sandiaga uno kapolri jender listyo sigit prabowo gubernur bali wayan koster,08-2022,96,1
